domain	nc	size	name
Bacteria	0.908846	1356533	UP000194003_1434232.acs
Bacteria	0.928402	1135785	UP000194129_1933035.acs
Bacteria	0.92504	1729092	UP000194137_1235591.acs
Bacteria	0.921414	1354728	UP000194139_1416803.acs
Bacteria	0.930503	294918	UP000194142_1941207.acs
Bacteria	0.906521	1565263	UP000194147_393303.acs
Bacteria	0.914793	1858277	UP000194151_1416806.acs
Bacteria	0.914442	1607487	UP000194161_463040.acs
Bacteria	0.921609	334254	UP000194162_1941208.acs
Bacteria	0.932594	1136637	UP000194204_40578.acs
Bacteria	0.884333	1788051	UP000194218_1109743.acs
Bacteria	0.944567	936333	UP000194221_1635173.acs
Bacteria	0.908703	957279	UP000194251_1985171.acs
Bacteria	0.820275	476425	UP000194267_2734.acs
Bacteria	0.935001	472411	UP000194309_1660064.acs
Bacteria	0.94707	1028320	UP000194327_1985173.acs
Bacteria	0.922464	1231743	UP000194350_351656.acs
Bacteria	0.928394	1365467	UP000194358_1985169.acs
Bacteria	0.950342	1204414	UP000194400_1985174.acs
Bacteria	0.936353	930223	UP000194420_1316679.acs
Bacteria	0.93692	1779762	UP000194429_1986952.acs
Bacteria	0.915655	1079858	UP000194432_553814.acs
Bacteria	0.949827	795332	UP000194450_1323738.acs
Bacteria	0.896109	1845217	UP000194454_1882763.acs
Bacteria	0.937816	1071555	UP000194457_157779.acs
Bacteria	0.929945	1116344	UP000194474_1096929.acs
Bacteria	0.913471	1230456	UP000194475_1030157.acs
Bacteria	0.918626	625708	UP000194577_1937003.acs
Bacteria	0.934303	1005803	UP000194585_1834173.acs
Bacteria	0.916061	1348310	UP000194623_1834178.acs
Bacteria	0.896786	1434412	UP000194660_1987165.acs
Bacteria	0.942025	935407	UP000194664_1930667.acs
Bacteria	0.927293	1066014	UP000194704_1977874.acs
Bacteria	0.919451	1395731	UP000194723_1191209.acs
Bacteria	0.933115	866429	UP000194766_1987385.acs
Bacteria	0.917012	1126285	UP000194798_1570016.acs
Bacteria	0.927352	1284966	UP000194832_1204385.acs
Bacteria	0.934603	1332564	UP000194841_107327.acs
Bacteria	0.927374	1093516	UP000194864_1977873.acs
Bacteria	0.909881	2016218	UP000194873_1770526.acs
Bacteria	0.897215	1024826	UP000194887_33013.acs
Bacteria	0.912922	777331	UP000194903_1945634.acs
Bacteria	0.923082	1026157	UP000194907_1977876.acs
Bacteria	0.915659	1707141	UP000194922_1934309.acs
Bacteria	0.933199	691136	UP000194931_1076594.acs
Bacteria	0.87935	877332	UP000194933_1987383.acs
Bacteria	0.926964	932912	UP000194947_1977880.acs
Bacteria	0.927865	1087632	UP000194948_1834189.acs
Bacteria	0.933828	601141	UP000194993_1954209.acs
Bacteria	0.93936	926309	UP000195043_1834191.acs
Bacteria	0.925989	680784	UP000195092_1514894.acs
Bacteria	0.940499	699454	UP000195119_1970466.acs
Bacteria	0.935682	965533	UP000195139_1834181.acs
Bacteria	0.923204	1250518	UP000195141_1834193.acs
Bacteria	0.898682	2336876	UP000195154_1932668.acs
Bacteria	0.928865	1053902	UP000195161_1929267.acs
Bacteria	0.914968	2101058	UP000195166_1851577.acs
Bacteria	0.946321	156075	UP000195266_1932695.acs
Bacteria	0.914802	231130	UP000195269_1986799.acs
Bacteria	0.917229	1188150	UP000195273_245188.acs
Bacteria	0.920728	401908	UP000195277_1932696.acs
Bacteria	0.926178	399665	UP000195284_1986711.acs
Bacteria	0.914294	377102	UP000195285_1986701.acs
Bacteria	0.924301	462277	UP000195290_1986758.acs
Bacteria	0.931983	205159	UP000195291_1986618.acs
Bacteria	0.907873	1002142	UP000195296_1335613.acs
Bacteria	0.91059	280146	UP000195298_1986747.acs
Bacteria	0.936061	394169	UP000195301_1856302.acs
Bacteria	0.920776	277773	UP000195303_1986800.acs
Bacteria	0.915225	304031	UP000195319_1986801.acs
Bacteria	0.926643	494308	UP000195325_1986703.acs
Bacteria	0.931902	961901	UP000195333_1856291.acs
Bacteria	0.933438	1072320	UP000195336_1965587.acs
Bacteria	0.913031	396405	UP000195337_1986677.acs
Bacteria	0.90099	659600	UP000195344_1986731.acs
Bacteria	0.924617	268125	UP000195352_1986805.acs
Bacteria	0.908991	1120900	UP000195356_1434829.acs
Bacteria	0.899765	405703	UP000195358_1986751.acs
Bacteria	0.928676	1025677	UP000195365_1856300.acs
Bacteria	0.913692	684375	UP000195371_1986745.acs
Bacteria	0.929888	245790	UP000195373_1986838.acs
Bacteria	0.925954	531524	UP000195377_1986718.acs
Bacteria	0.919724	264341	UP000195379_1986871.acs
Bacteria	0.907833	392680	UP000195380_1986709.acs
Bacteria	0.925403	367926	UP000195382_1986626.acs
Bacteria	0.936682	352599	UP000195385_1986705.acs
Bacteria	0.931749	169313	UP000195388_1986820.acs
Bacteria	0.896906	1246677	UP000195390_1986590.acs
Bacteria	0.945668	1140573	UP000195391_1856279.acs
Bacteria	0.895163	811248	UP000195393_1986647.acs
Bacteria	0.939812	938410	UP000195395_1965546.acs
Bacteria	0.935699	704075	UP000195399_1965585.acs
Bacteria	0.924698	526855	UP000195403_1986595.acs
Bacteria	0.936259	423645	UP000195418_1986671.acs
Bacteria	0.901484	1179454	UP000195423_1898043.acs
Bacteria	0.926963	823819	UP000195424_1965642.acs
Bacteria	0.901638	920567	UP000195425_1986880.acs
Bacteria	0.916778	459797	UP000195428_1986783.acs
Bacteria	0.89534	370746	UP000195429_1986714.acs
Bacteria	0.936344	588157	UP000195433_1572656.acs
Bacteria	0.895877	231487	UP000195435_1986619.acs
Bacteria	0.898091	1477804	UP000195437_1903704.acs
Bacteria	0.915401	791166	UP000195438_1986741.acs
Bacteria	0.930072	1716129	UP000195440_1451454.acs
Bacteria	0.929178	897458	UP000195444_1856294.acs
Bacteria	0.921055	806307	UP000195445_1986876.acs
Bacteria	0.930124	1372740	UP000195446_1986608.acs
Bacteria	0.931249	589063	UP000195449_1965615.acs
Bacteria	0.958106	242243	UP000195450_1932704.acs
Bacteria	0.927608	399149	UP000195456_1986674.acs
Bacteria	0.934929	1173804	UP000195470_1312072.acs
Bacteria	0.90312	1118621	UP000195472_1965629.acs
Bacteria	0.930597	722550	UP000195473_1986791.acs
Bacteria	0.906052	576285	UP000195479_1986840.acs
Bacteria	0.919435	298033	UP000195484_1986803.acs
Bacteria	0.916592	669431	UP000195499_1986765.acs
Bacteria	0.894654	1161179	UP000195513_1255613.acs
Bacteria	0.948816	765455	UP000195514_1986204.acs
Bacteria	0.934386	268542	UP000195517_1986750.acs
Bacteria	0.868588	300313	UP000195523_1986796.acs
Bacteria	0.950324	1004698	UP000195527_1965632.acs
Bacteria	0.927649	691686	UP000195529_1965622.acs
Bacteria	0.948869	119114	UP000195536_1932699.acs
Bacteria	0.948059	910443	UP000195547_754417.acs
Bacteria	0.93248	224793	UP000195553_1986746.acs
Bacteria	0.919628	315021	UP000195554_1932703.acs
Bacteria	0.941399	864869	UP000195558_1985873.acs
Bacteria	0.920301	644839	UP000195559_1986733.acs
Bacteria	0.909087	1017378	UP000195568_1965604.acs
Bacteria	0.882938	2772491	UP000195569_1701573.acs
Bacteria	0.925856	330658	UP000195571_1986659.acs
Bacteria	0.925093	602249	UP000195572_1986762.acs
Bacteria	0.862826	262198	UP000195574_1986816.acs
Bacteria	0.876563	480120	UP000195575_1986740.acs
Bacteria	0.932709	792677	UP000195582_2004468.acs
Bacteria	0.926019	2658388	UP000195591_302980.acs
Bacteria	0.937036	268385	UP000195593_1986748.acs
Bacteria	0.899799	248214	UP000195600_1986809.acs
Bacteria	0.825716	245514	UP000195603_1986828.acs
Bacteria	0.91137	374173	UP000195605_1986704.acs
Bacteria	0.914681	413416	UP000195608_1986826.acs
Bacteria	0.931902	194056	UP000195623_1986810.acs
Bacteria	0.896048	459422	UP000195624_1986666.acs
Bacteria	0.914092	1055063	UP000195626_1986881.acs
Bacteria	0.932203	654169	UP000195627_1965651.acs
Bacteria	0.923765	1228446	UP000195630_1856299.acs
Bacteria	0.894792	303591	UP000195641_1986632.acs
Bacteria	0.920743	458791	UP000195642_1986743.acs
Bacteria	0.944844	621162	UP000195645_1932698.acs
Bacteria	0.937538	1009494	UP000195649_1856301.acs
Bacteria	0.93846	212882	UP000195651_1932694.acs
Bacteria	0.924146	734699	UP000195657_1986654.acs
Bacteria	0.947976	283573	UP000195659_1986757.acs
Bacteria	0.916192	1074631	UP000195660_1986611.acs
Bacteria	0.924995	494580	UP000195663_1986873.acs
Bacteria	0.930633	1104362	UP000195664_1965542.acs
Bacteria	0.921942	1122853	UP000195667_360316.acs
Bacteria	0.899338	1084013	UP000195672_1986763.acs
Bacteria	0.937189	436372	UP000195673_1986623.acs
Bacteria	0.94725	895525	UP000195674_1965650.acs
Bacteria	0.908801	262103	UP000195686_1986811.acs
Bacteria	0.89875	499715	UP000195687_1986604.acs
Bacteria	0.892853	1038437	UP000195694_1986641.acs
Bacteria	0.926034	646589	UP000195698_1986721.acs
Bacteria	0.931471	267032	UP000195701_1986675.acs
Bacteria	0.904428	517489	UP000195705_1986629.acs
Bacteria	0.90237	233495	UP000195707_1986823.acs
Bacteria	0.91974	226594	UP000195709_1986870.acs
Bacteria	0.92357	276755	UP000195710_1986869.acs
Bacteria	0.917227	213964	UP000195711_1986868.acs
Bacteria	0.944256	746771	UP000195713_1965557.acs
Bacteria	0.907617	1999419	UP000195722_1434837.acs
Bacteria	0.923092	408854	UP000195725_1986678.acs
Bacteria	0.938415	242792	UP000195732_1986749.acs
Bacteria	0.923691	1551636	UP000195736_1986650.acs
Bacteria	0.906254	893180	UP000195737_1986636.acs
Bacteria	0.938583	1090660	UP000195740_1986835.acs
Bacteria	0.918638	683253	UP000195741_1986753.acs
Bacteria	0.919164	1086939	UP000195742_1986833.acs
Bacteria	0.922033	851312	UP000195745_1986771.acs
Bacteria	0.866545	635216	UP000195748_1986764.acs
Bacteria	0.92958	702607	UP000195749_1986728.acs
Bacteria	0.929401	182330	UP000195752_1986621.acs
Bacteria	0.93543	844206	UP000195754_1986660.acs
Bacteria	0.883556	2327136	UP000195755_1940.acs
Bacteria	0.897091	223288	UP000195759_1986806.acs
Bacteria	0.876729	157718	UP000195762_1986813.acs
Bacteria	0.86612	225252	UP000195763_1986804.acs
Bacteria	0.910026	513309	UP000195775_1986732.acs
Bacteria	0.934428	653081	UP000195781_1232426.acs
Bacteria	0.941847	991804	UP000195783_1965549.acs
Bacteria	0.920634	827534	UP000195787_1255656.acs
Bacteria	0.909856	1042304	UP000195792_1986761.acs
Bacteria	0.848661	259563	UP000195805_1986822.acs
Bacteria	0.919359	1160639	UP000195807_450378.acs
Bacteria	0.926348	864979	UP000195809_1986639.acs
Bacteria	0.932476	938666	UP000195817_1965588.acs
Bacteria	0.934954	1002794	UP000195822_754397.acs
Bacteria	0.938263	1617390	UP000195828_1978120.acs
Bacteria	0.855196	357076	UP000195832_1986622.acs
Bacteria	0.924917	905338	UP000195838_1965618.acs
Bacteria	0.93581	881738	UP000195839_1986877.acs
Bacteria	0.933708	495501	UP000195845_1986767.acs
Bacteria	0.935948	756460	UP000195849_1986607.acs
Bacteria	0.929338	257242	UP000195851_1986815.acs
Bacteria	0.951387	424508	UP000195852_1932693.acs
Bacteria	0.915072	749348	UP000195856_1986863.acs
Bacteria	0.932274	812747	UP000195869_1965570.acs
Bacteria	0.946588	666906	UP000195872_1856281.acs
Bacteria	0.917116	553046	UP000195874_1986784.acs
Bacteria	0.905701	765474	UP000195875_1986861.acs
Bacteria	0.915992	843996	UP000195878_1986643.acs
Bacteria	0.886726	2733085	UP000195880_67267.acs
Bacteria	0.92019	287229	UP000195888_1986756.acs
Bacteria	0.934648	779385	UP000195889_1965616.acs
Bacteria	0.915365	753423	UP000195902_1986722.acs
Bacteria	0.924114	982341	UP000195913_71253.acs
Bacteria	0.924676	869045	UP000195918_1255619.acs
Bacteria	0.919395	647138	UP000195924_1986640.acs
Bacteria	0.924725	128910	UP000195930_1986824.acs
Bacteria	0.908863	1064179	UP000195931_1255570.acs
Bacteria	0.934322	233980	UP000195935_1986821.acs
Bacteria	0.916685	945779	UP000195940_37921.acs
Bacteria	0.932709	292458	UP000195944_1986795.acs
Bacteria	0.912802	414389	UP000195949_1986592.acs
Bacteria	0.941614	1274958	UP000195951_1434842.acs
Bacteria	0.867476	1183279	UP000195953_48664.acs
Bacteria	0.923973	525768	UP000195956_1986841.acs
Bacteria	0.929735	417293	UP000195960_1986710.acs
Bacteria	0.945707	496731	UP000195961_1986719.acs
Bacteria	0.922027	1444677	UP000195962_1965569.acs
Bacteria	0.935403	1136434	UP000195964_1856290.acs
Bacteria	0.923293	623712	UP000195969_1986716.acs
Bacteria	0.930354	1167479	UP000195974_1965603.acs
Bacteria	0.929567	1923180	UP000195978_1856297.acs
Bacteria	0.891216	870157	UP000195981_47847.acs
Bacteria	0.915718	490060	UP000195983_1986797.acs
Bacteria	0.955335	331993	UP000195988_1986706.acs
Bacteria	0.928001	1063450	UP000195992_1986776.acs
Bacteria	0.935739	444007	UP000195994_1986628.acs
Bacteria	0.927159	374702	UP000196001_1986866.acs
Bacteria	0.908664	883122	UP000196005_1986224.acs
Bacteria	0.930065	530416	UP000196006_1986609.acs
Bacteria	0.942487	312780	UP000196010_1986707.acs
Bacteria	0.927216	664905	UP000196012_1986846.acs
Bacteria	0.932862	1829888	UP000196027_141451.acs
Bacteria	0.9377	343155	UP000196038_1986715.acs
Bacteria	0.92269	767944	UP000196043_1986864.acs
Bacteria	0.937903	436566	UP000196045_1986702.acs
Bacteria	0.804191	619433	UP000196047_1986739.acs
Bacteria	0.822669	961158	UP000196051_1986597.acs
Bacteria	0.940279	754026	UP000196053_1679721.acs
Bacteria	0.950971	944669	UP000196054_754429.acs
Bacteria	0.937655	462938	UP000196061_1986735.acs
Bacteria	0.927892	1131876	UP000196067_1856298.acs
Bacteria	0.925332	1499268	UP000196068_1986661.acs
Bacteria	0.919667	765469	UP000196077_1861639.acs
Bacteria	0.931871	1564886	UP000196085_1986638.acs
Bacteria	0.938546	693733	UP000196088_1986859.acs
Bacteria	0.932413	1232716	UP000196089_1965562.acs
Bacteria	0.940895	896356	UP000196090_1965582.acs
Bacteria	0.934631	139242	UP000196094_1986827.acs
Bacteria	0.931447	219452	UP000196096_1986814.acs
Bacteria	0.932425	850405	UP000196100_1986878.acs
Bacteria	0.936594	322476	UP000196105_1986734.acs
Bacteria	0.919488	659502	UP000196107_1986760.acs
Bacteria	0.935012	570874	UP000196110_1986845.acs
Bacteria	0.858794	916404	UP000196119_1986759.acs
Bacteria	0.749802	494375	UP000196121_1986635.acs
Bacteria	0.915633	515699	UP000196123_1986658.acs
Bacteria	0.906095	961640	UP000196124_1434822.acs
Bacteria	0.945326	1428354	UP000196125_474394.acs
Bacteria	0.926113	622536	UP000196134_1965625.acs
Bacteria	0.923482	1213414	UP000196138_1082851.acs
Bacteria	0.945367	1542520	UP000196143_1987723.acs
Bacteria	0.915528	1310880	UP000196145_1986651.acs
Bacteria	0.943899	726739	UP000196146_1965572.acs
Bacteria	0.93203	996630	UP000196151_1834192.acs
Bacteria	0.942899	1065573	UP000196154_1965619.acs
Bacteria	0.920822	478937	UP000196160_1986617.acs
Bacteria	0.931619	781649	UP000196164_1965550.acs
Bacteria	0.932819	612225	UP000196165_1986766.acs
Bacteria	0.918228	278093	UP000196167_1986657.acs
Bacteria	0.942353	311827	UP000196168_1986656.acs
Bacteria	0.929627	468609	UP000196172_1986789.acs
Bacteria	0.922806	320112	UP000196176_1986738.acs
Bacteria	0.903768	1041141	UP000196177_1965592.acs
Bacteria	0.894451	785972	UP000196187_1986865.acs
Bacteria	0.935714	881498	UP000196191_1965538.acs
Bacteria	0.930616	969582	UP000196207_1965647.acs
Bacteria	0.946948	1434157	UP000196208_1967839.acs
Bacteria	0.927642	757327	UP000196209_1986790.acs
Bacteria	0.925224	402758	UP000196226_1986679.acs
Bacteria	0.900191	266779	UP000196229_1986819.acs
Bacteria	0.921048	250360	UP000196233_1986752.acs
Bacteria	0.908502	376549	UP000196235_1986798.acs
Bacteria	0.940379	201251	UP000196237_1986825.acs
Bacteria	0.921616	602715	UP000196242_1986842.acs
Bacteria	0.93196	508936	UP000196243_1986664.acs
Bacteria	0.902612	394449	UP000196246_1986742.acs
Bacteria	0.93228	505952	UP000196254_1986860.acs
Bacteria	0.933213	1329744	UP000196261_1844971.acs
Bacteria	0.941294	655743	UP000196262_1986768.acs
Bacteria	0.931611	362962	UP000196264_1986712.acs
Bacteria	0.931731	690950	UP000196267_1965621.acs
Bacteria	0.929043	293161	UP000196268_1986637.acs
Bacteria	0.926568	615698	UP000196278_1965579.acs
Bacteria	0.93261	933517	UP000196283_1986645.acs
Bacteria	0.948178	893138	UP000196284_2004467.acs
Bacteria	0.917434	261342	UP000196288_1932701.acs
Bacteria	0.936487	662981	UP000196289_1856296.acs
Bacteria	0.710591	1043006	UP000196292_1986847.acs
Bacteria	0.922944	900133	UP000196298_1986837.acs
Bacteria	0.904961	181746	UP000196299_1986817.acs
Bacteria	0.940333	1118543	UP000196301_1965636.acs
Bacteria	0.905248	2015771	UP000196302_1940762.acs
Bacteria	0.935893	491386	UP000196303_1986669.acs
Bacteria	0.9068	438816	UP000196314_1986615.acs
Bacteria	0.907504	1007737	UP000196320_57043.acs
Bacteria	0.925048	532198	UP000196327_1986644.acs
Bacteria	0.92685	871670	UP000196330_1965573.acs
Bacteria	0.9367	1169929	UP000196331_1434831.acs
Bacteria	0.902112	431593	UP000196340_1986867.acs
Bacteria	0.926733	363487	UP000196344_1986769.acs
Bacteria	0.935569	640865	UP000196349_1965630.acs
Bacteria	0.94085	376091	UP000196351_1986634.acs
Bacteria	0.897204	616221	UP000196354_1986596.acs
Bacteria	0.934074	849290	UP000196357_1965655.acs
Bacteria	0.930091	297609	UP000196358_1986713.acs
Bacteria	0.941149	677384	UP000196359_1670658.acs
Bacteria	0.937765	512706	UP000196362_1986612.acs
Bacteria	0.938911	627865	UP000196365_1121911.acs
Bacteria	0.950328	459124	UP000196368_1965617.acs
Bacteria	0.929525	635927	UP000196371_1986782.acs
Bacteria	0.936641	236792	UP000196382_1986754.acs
Bacteria	0.893013	410190	UP000196387_1986630.acs
Bacteria	0.895394	482168	UP000196393_1986648.acs
Bacteria	0.91263	994672	UP000196396_1986774.acs
Bacteria	0.917873	777801	UP000196408_1986879.acs
Bacteria	0.918979	481762	UP000196412_1986642.acs
Bacteria	0.917378	175688	UP000196413_1986807.acs
Bacteria	0.916392	296765	UP000196416_1986631.acs
Bacteria	0.920742	847574	UP000196418_1965591.acs
Bacteria	0.945376	532341	UP000196421_1986717.acs
Bacteria	0.918869	1057595	UP000196422_1965660.acs
Bacteria	0.917055	573788	UP000196424_1856277.acs
Bacteria	0.935525	336607	UP000196426_1932697.acs
Bacteria	0.918364	641157	UP000196427_1986646.acs
Bacteria	0.917944	912154	UP000196430_113268.acs
Bacteria	0.911821	351839	UP000196431_2139.acs
Bacteria	0.926665	997164	UP000196432_1986633.acs
Bacteria	0.917305	1244118	UP000196435_290109.acs
Bacteria	0.917544	373634	UP000196436_1986652.acs
Bacteria	0.909328	500004	UP000196438_1986737.acs
Bacteria	0.935102	1427656	UP000196445_1981174.acs
Bacteria	0.908707	1311812	UP000196451_1986848.acs
Bacteria	0.931146	734248	UP000196455_1856284.acs
Bacteria	0.941143	309267	UP000196457_1986655.acs
Bacteria	0.937341	193443	UP000196461_1986872.acs
Bacteria	0.877716	409198	UP000196464_1986676.acs
Bacteria	0.91352	403791	UP000196466_1986627.acs
Bacteria	0.917328	1150233	UP000196472_1965558.acs
Bacteria	0.932734	948454	UP000196475_230954.acs
Bacteria	0.91377	423336	UP000196479_1986625.acs
Bacteria	0.919148	536480	UP000196480_1986755.acs
Bacteria	0.949616	728213	UP000196483_1965631.acs
Bacteria	0.891236	242876	UP000196486_1986808.acs
Bacteria	0.916347	602372	UP000196490_1986667.acs
Bacteria	0.936079	458285	UP000196493_1986616.acs
Bacteria	0.868379	248262	UP000196495_1986818.acs
Bacteria	0.924719	1229041	UP000196497_1986603.acs
Bacteria	0.932528	672675	UP000196505_1986772.acs
Bacteria	0.902355	772038	UP000196506_1986770.acs
Bacteria	0.931415	648736	UP000196507_1986793.acs
Bacteria	0.944547	281737	UP000196509_1986653.acs
Bacteria	0.904907	262142	UP000196515_1986829.acs
Bacteria	0.928286	1189958	UP000196525_1856292.acs
Bacteria	0.937127	804866	UP000196526_1965545.acs
Bacteria	0.94703	1375363	UP000196531_97084.acs
Bacteria	0.862096	144199	UP000196535_1986744.acs
Bacteria	0.927167	1064362	UP000196536_1582270.acs
Bacteria	0.907476	1082429	UP000196537_1965537.acs
Bacteria	0.876935	445118	UP000196540_1986593.acs
Bacteria	0.921073	553510	UP000196541_1986830.acs
Bacteria	0.93426	545859	UP000196544_1856282.acs
Bacteria	0.934304	844320	UP000196550_1965571.acs
Bacteria	0.910082	1716856	UP000196551_2008675.acs
Bacteria	0.673873	898003	UP000196556_1986736.acs
Bacteria	0.929527	778993	UP000196561_1986601.acs
Bacteria	0.911054	309883	UP000196571_1986624.acs
Bacteria	0.943641	1626144	UP000196573_1960125.acs
Bacteria	0.921035	745625	UP000196577_1986792.acs
Bacteria	0.90202	977191	UP000196581_946573.acs
Bacteria	0.927822	982754	UP000196588_1965576.acs
Bacteria	0.936716	1941849	UP000196590_1856293.acs
Bacteria	0.933733	212027	UP000196622_1986708.acs
Bacteria	0.956516	897753	UP000196624_1965646.acs
Bacteria	0.748852	518381	UP000196625_1986836.acs
Bacteria	0.931585	526446	UP000196626_1986725.acs
Bacteria	0.852176	381704	UP000196627_1986598.acs
Bacteria	0.911778	431499	UP000196628_1986778.acs
Bacteria	0.945206	311568	UP000196629_1986788.acs
Bacteria	0.902136	582031	UP000196630_1986834.acs
Bacteria	0.923687	1098706	UP000196631_1965586.acs
Bacteria	0.927916	521298	UP000196632_1986844.acs
Bacteria	0.92174	414313	UP000196633_1986777.acs
Bacteria	0.92271	361199	UP000196698_1986779.acs
Bacteria	0.909293	508006	UP000196715_1986726.acs
Bacteria	0.940434	351140	UP000196752_1986780.acs
Bacteria	0.943462	512006	UP000196760_1986724.acs
Bacteria	0.9316	363987	UP000196763_1871323.acs
Bacteria	0.926089	252024	UP000196776_1986812.acs
Bacteria	0.90375	853725	UP000196778_1255698.acs
Bacteria	0.936709	306603	UP000196784_1871322.acs
Bacteria	0.937057	277359	UP000196862_1871324.acs
Bacteria	0.923596	514977	UP000196900_1986720.acs
Bacteria	0.916706	384202	UP000196903_1986730.acs
Bacteria	0.921245	349494	UP000196920_1986729.acs
Bacteria	0.90443	290943	UP000196921_1986727.acs
Bacteria	0.915553	306385	UP000196922_1986723.acs
Bacteria	0.885784	681557	UP000196940_1986832.acs
Bacteria	0.890407	599719	UP000196960_1986831.acs
Bacteria	0.931035	1384159	UP000197019_1704499.acs
Bacteria	0.904618	1189170	UP000197023_1277350.acs
Bacteria	0.897707	955847	UP000197025_877466.acs
Bacteria	0.928693	908114	UP000197032_1246530.acs
Bacteria	0.904789	1149015	UP000197049_1978566.acs
Bacteria	0.924675	1199682	UP000197065_1963835.acs
Bacteria	0.937994	1661587	UP000197092_62153.acs
Bacteria	0.914754	1254659	UP000197097_173675.acs
Bacteria	0.949034	514278	UP000197098_73098.acs
Bacteria	0.922917	623830	UP000197116_61013.acs
Bacteria	0.898652	2143625	UP000197153_1441467.acs
Bacteria	0.92317	1465216	UP000197157_1242107.acs
Bacteria	0.932362	1254595	UP000197277_2006685.acs
Bacteria	0.928132	1505669	UP000197279_1317111.acs
Bacteria	0.921536	1041342	UP000197290_344880.acs
Bacteria	0.919494	1240143	UP000197361_651663.acs
Bacteria	0.947251	991072	UP000197391_1964352.acs
Bacteria	0.913773	1168738	UP000197405_2014876.acs
Bacteria	0.946065	570752	UP000197407_1987502.acs
Bacteria	0.909905	1837375	UP000197446_431059.acs
Bacteria	0.9177	1868886	UP000197468_431061.acs
Bacteria	0.935008	598313	UP000197528_1743163.acs
Bacteria	0.898688	1573312	UP000197535_1968433.acs
Bacteria	0.951973	1113114	UP000197566_1732569.acs
Bacteria	0.921857	1400842	UP000197567_1317116.acs
Bacteria	0.93322	827759	UP000197587_1450526.acs
Bacteria	0.920455	1584151	UP000197596_2014887.acs
Bacteria	0.92077	1450157	UP000197656_1932005.acs
Bacteria	0.925227	1066607	UP000197783_370959.acs
Bacteria	0.949095	845401	UP000197808_512012.acs
Bacteria	0.925305	1696043	UP000197891_1764275.acs
Bacteria	0.94444	1420714	UP000198039_2003629.acs
Bacteria	0.925725	642707	UP000198104_1743164.acs
Bacteria	0.898393	726268	UP000198122_592308.acs
Bacteria	0.93715	1451777	UP000198131_89968.acs
Bacteria	0.89821	2247247	UP000198141_1938836.acs
Bacteria	0.918502	1060951	UP000198149_1317112.acs
Bacteria	0.931281	1632500	UP000198171_1764278.acs
Bacteria	0.891573	2305172	UP000198203_1034889.acs
Bacteria	0.904609	403327	UP000198207_1986662.acs
Bacteria	0.925091	635410	UP000198209_1801611.acs
Bacteria	0.875378	1848279	UP000198210_299152.acs
Bacteria	0.906815	1207113	UP000198213_1192162.acs
Bacteria	0.869648	1993409	UP000198215_356852.acs
Bacteria	0.876073	2094116	UP000198217_47857.acs
Bacteria	0.924316	345369	UP000198218_1986680.acs
Bacteria	0.937904	1032165	UP000198219_1880899.acs
Bacteria	0.93993	335386	UP000198223_1987167.acs
Bacteria	0.893032	252936	UP000198227_1986843.acs
Bacteria	0.941089	658136	UP000198238_1853278.acs
Bacteria	0.9348	951245	UP000198239_1986681.acs
Bacteria	0.941401	384061	UP000198240_1977864.acs
Bacteria	0.930461	1225219	UP000198244_2014542.acs
Bacteria	0.932513	170860	UP000198248_1986781.acs
Bacteria	0.939626	1417026	UP000198250_2015076.acs
Bacteria	0.867567	2063498	UP000198251_47858.acs
Bacteria	0.870602	2282014	UP000198253_1877.acs
Bacteria	0.946287	590756	UP000198261_1801609.acs
Bacteria	0.928446	500993	UP000198266_1801604.acs
Bacteria	0.877469	2848599	UP000198280_235986.acs
Bacteria	0.919431	1329728	UP000198281_861865.acs
Bacteria	0.877941	3066309	UP000198282_106412.acs
Bacteria	0.920633	1549550	UP000198284_1688639.acs
Bacteria	0.913814	1798187	UP000198291_1761785.acs
Bacteria	0.923591	1509487	UP000198304_312168.acs
Bacteria	0.944313	717058	UP000198305_551994.acs
Bacteria	0.929552	1275686	UP000198307_184748.acs
Bacteria	0.934913	1599749	UP000198310_1411120.acs
Bacteria	0.936375	1117254	UP000198312_2017483.acs
Bacteria	0.893889	2192051	UP000198313_2005459.acs
Bacteria	0.891089	2564260	UP000198318_240840.acs
Bacteria	0.911195	1069092	UP000198324_147047.acs
Bacteria	0.946841	1300176	UP000198337_228956.acs
Bacteria	0.910948	1231734	UP000198339_436663.acs
Bacteria	0.92533	1530075	UP000198345_387094.acs
Bacteria	0.918772	946893	UP000198346_1519374.acs
Bacteria	0.9061	1395595	UP000198348_664784.acs
Bacteria	0.924587	1545544	UP000198352_1973477.acs
Bacteria	0.929655	1567266	UP000198356_474952.acs
Bacteria	0.939685	1041894	UP000198359_266812.acs
Bacteria	0.897728	2630270	UP000198362_560556.acs
Bacteria	0.913983	1820581	UP000198368_1907313.acs
Bacteria	0.921507	839289	UP000198369_1945885.acs
Bacteria	0.886016	1307523	UP000198373_1564159.acs
Bacteria	0.93799	711849	UP000198374_1435342.acs
Bacteria	0.936455	1653407	UP000198379_1627892.acs
Bacteria	0.933403	1475291	UP000198381_1114867.acs
Bacteria	0.92325	1235752	UP000198384_1109740.acs
Bacteria	0.868451	1471536	UP000198386_1137994.acs
Bacteria	0.898519	2340140	UP000198392_1528693.acs
Bacteria	0.944806	1309046	UP000198393_447679.acs
