ref	tar	nrc	ir	ir.label
PT4	HS13	0.78853	1	"With IR (1)"
PT5	HS13	0.78815	1	"With IR (1)"
PT6	HS13	0.78869	1	"With IR (1)"
PT7	HS13	0.78883	1	"With IR (1)"
PT8	HS13	0.7896	1	"With IR (1)"
PT9	HS13	0.78943	1	"With IR (1)"
PT10	HS13	0.79102	1	"With IR (1)"
PT11	HS13	0.7901	1	"With IR (1)"
PT12	HS13	0.78959	1	"With IR (1)"
PT13	HS13	0.25961	1	"With IR (1)"
PT14	HS13	0.79469	1	"With IR (1)"
PT15	HS13	0.7964	1	"With IR (1)"
PT16	HS13	0.794	1	"With IR (1)"
PT17	HS13	0.79614	1	"With IR (1)"
PT18	HS13	0.79715	1	"With IR (1)"
PT19	HS13	0.79684	1	"With IR (1)"
PT20	HS13	0.7953	1	"With IR (1)"
PT21	HS13	0.80315	1	"With IR (1)"
PT22	HS13	0.80161	1	"With IR (1)"
PTX	HS13	0.78728	1	"With IR (1)"
PTY	HS13	0.81102	1	"With IR (1)"
PTMT	HS13	1	1	"With IR (1)"
PTUL	HS13	0.77936	1	"With IR (1)"
PTUP	HS13	0.79516	1	"With IR (1)"
PT1	HS14	0.76091	1	"With IR (1)"
PT2A	HS14	0.76757	1	"With IR (1)"
PT2B	HS14	0.76239	1	"With IR (1)"
PT3	HS14	0.76147	1	"With IR (1)"
PT4	HS14	0.76312	1	"With IR (1)"
PT5	HS14	0.76262	1	"With IR (1)"
PT6	HS14	0.76339	1	"With IR (1)"
PT7	HS14	0.76233	1	"With IR (1)"
PT8	HS14	0.76461	1	"With IR (1)"
PT9	HS14	0.76415	1	"With IR (1)"
PT10	HS14	0.76568	1	"With IR (1)"
PT11	HS14	0.76499	1	"With IR (1)"
PT12	HS14	0.76429	1	"With IR (1)"
PT13	HS14	0.77155	1	"With IR (1)"
PT14	HS14	0.25389	1	"With IR (1)"
PT15	HS14	0.77175	1	"With IR (1)"
PT16	HS14	0.76898	1	"With IR (1)"
PT17	HS14	0.77163	1	"With IR (1)"
PT18	HS14	0.77418	1	"With IR (1)"
PT19	HS14	0.77191	1	"With IR (1)"
PT20	HS14	0.7708	1	"With IR (1)"
PT21	HS14	0.78173	1	"With IR (1)"
PT22	HS14	0.77808	1	"With IR (1)"
PTX	HS14	0.76191	1	"With IR (1)"
PTY	HS14	0.79005	1	"With IR (1)"
PTMT	HS14	1	1	"With IR (1)"
PTUL	HS14	0.74845	1	"With IR (1)"
PTUP	HS14	0.76915	1	"With IR (1)"
PT1	HS15	0.74505	1	"With IR (1)"
PT2A	HS15	0.75214	1	"With IR (1)"
PT2B	HS15	0.74991	1	"With IR (1)"
PT3	HS15	0.74688	1	"With IR (1)"
PT4	HS15	0.74987	1	"With IR (1)"
PT5	HS15	0.74773	1	"With IR (1)"
PT6	HS15	0.7495	1	"With IR (1)"
PT7	HS15	0.74794	1	"With IR (1)"
PT8	HS15	0.7502	1	"With IR (1)"
PT9	HS15	0.74942	1	"With IR (1)"
PT10	HS15	0.74953	1	"With IR (1)"
PT11	HS15	0.74968	1	"With IR (1)"
PT12	HS15	0.74941	1	"With IR (1)"
PT13	HS15	0.75751	1	"With IR (1)"
PT14	HS15	0.75608	1	"With IR (1)"
PT15	HS15	0.26017	1	"With IR (1)"
PT16	HS15	0.75042	1	"With IR (1)"
PT17	HS15	0.75436	1	"With IR (1)"
PT18	HS15	0.76022	1	"With IR (1)"
PT19	HS15	0.75457	1	"With IR (1)"
PT20	HS15	0.7527	1	"With IR (1)"
PT21	HS15	0.76695	1	"With IR (1)"
PT22	HS15	0.75989	1	"With IR (1)"
PTX	HS15	0.74829	1	"With IR (1)"
PTY	HS15	0.77187	1	"With IR (1)"
PTMT	HS15	1	1	"With IR (1)"
PTUL	HS15	0.73363	1	"With IR (1)"
PTUP	HS15	0.7451	1	"With IR (1)"
PT1	HS16	0.80421	1	"With IR (1)"
PT2A	HS16	0.81346	1	"With IR (1)"
PT2B	HS16	0.81393	1	"With IR (1)"
PT3	HS16	0.80509	1	"With IR (1)"
PT4	HS16	0.80823	1	"With IR (1)"
PT5	HS16	0.81044	1	"With IR (1)"
PT6	HS16	0.80866	1	"With IR (1)"
PT7	HS16	0.80402	1	"With IR (1)"
PT8	HS16	0.80673	1	"With IR (1)"
PT9	HS16	0.81327	1	"With IR (1)"
PT10	HS16	0.80324	1	"With IR (1)"
PT11	HS16	0.81222	1	"With IR (1)"
PT12	HS16	0.80681	1	"With IR (1)"
PT13	HS16	0.82049	1	"With IR (1)"
PT14	HS16	0.81849	1	"With IR (1)"
PT15	HS16	0.81706	1	"With IR (1)"
PT16	HS16	0.29605	1	"With IR (1)"
PT17	HS16	0.81318	1	"With IR (1)"
PT18	HS16	0.81983	1	"With IR (1)"
PT19	HS16	0.81123	1	"With IR (1)"
PT20	HS16	0.81449	1	"With IR (1)"
PT21	HS16	0.8304	1	"With IR (1)"
PT22	HS16	0.81918	1	"With IR (1)"
PTX	HS16	0.81052	1	"With IR (1)"
PTY	HS16	0.84018	1	"With IR (1)"
PTMT	HS16	1	1	"With IR (1)"
PTUL	HS16	0.77507	1	"With IR (1)"
PTUP	HS16	0.79133	1	"With IR (1)"
PT1	HS17	0.86886	1	"With IR (1)"
PT2A	HS17	0.88123	1	"With IR (1)"
PT2B	HS17	0.88375	1	"With IR (1)"
PT3	HS17	0.87755	1	"With IR (1)"
PT4	HS17	0.88153	1	"With IR (1)"
PT5	HS17	0.8794	1	"With IR (1)"
PT6	HS17	0.87954	1	"With IR (1)"
PT7	HS17	0.87702	1	"With IR (1)"
PT8	HS17	0.88178	1	"With IR (1)"
PT9	HS17	0.88256	1	"With IR (1)"
PT10	HS17	0.88048	1	"With IR (1)"
PT11	HS17	0.87577	1	"With IR (1)"
PT12	HS17	0.8812	1	"With IR (1)"
PT13	HS17	0.89182	1	"With IR (1)"
PT14	HS17	0.88985	1	"With IR (1)"
PT15	HS17	0.89048	1	"With IR (1)"
PT16	HS17	0.88087	1	"With IR (1)"
PT17	HS17	0.29586	1	"With IR (1)"
PT18	HS17	0.89382	1	"With IR (1)"
PT19	HS17	0.87613	1	"With IR (1)"
PT20	HS17	0.88634	1	"With IR (1)"
PT21	HS17	0.90306	1	"With IR (1)"
PT22	HS17	0.89402	1	"With IR (1)"
PTX	HS17	0.87663	1	"With IR (1)"
PTY	HS17	0.91738	1	"With IR (1)"
PTMT	HS17	1	1	"With IR (1)"
PTUL	HS17	0.84469	1	"With IR (1)"
PTUP	HS17	0.8636	1	"With IR (1)"
PT1	HS18	0.91287	1	"With IR (1)"
PT2A	HS18	0.91757	1	"With IR (1)"
PT2B	HS18	0.91387	1	"With IR (1)"
PT3	HS18	0.91316	1	"With IR (1)"
PT4	HS18	0.91608	1	"With IR (1)"
PT5	HS18	0.91505	1	"With IR (1)"
PT6	HS18	0.9162	1	"With IR (1)"
PT7	HS18	0.91485	1	"With IR (1)"
PT8	HS18	0.91293	1	"With IR (1)"
PT9	HS18	0.90888	1	"With IR (1)"
PT10	HS18	0.91786	1	"With IR (1)"
PT11	HS18	0.91691	1	"With IR (1)"
PT12	HS18	0.91639	1	"With IR (1)"
PT13	HS18	0.92664	1	"With IR (1)"
PT14	HS18	0.92704	1	"With IR (1)"
PT15	HS18	0.9287	1	"With IR (1)"
PT16	HS18	0.91431	1	"With IR (1)"
PT17	HS18	0.92327	1	"With IR (1)"
PT18	HS18	0.33681	1	"With IR (1)"
PT19	HS18	0.91943	1	"With IR (1)"
PT20	HS18	0.91347	1	"With IR (1)"
PT21	HS18	0.93475	1	"With IR (1)"
PT22	HS18	0.9257	1	"With IR (1)"
PTX	HS18	0.91367	1	"With IR (1)"
PTY	HS18	0.94239	1	"With IR (1)"
PTMT	HS18	1	1	"With IR (1)"
PTUL	HS18	0.89909	1	"With IR (1)"
PTUP	HS18	0.91179	1	"With IR (1)"
PT1	HS19	0.83922	1	"With IR (1)"
PT2A	HS19	0.85503	1	"With IR (1)"
PT2B	HS19	0.85235	1	"With IR (1)"
PT3	HS19	0.83637	1	"With IR (1)"
PT4	HS19	0.84194	1	"With IR (1)"
PT5	HS19	0.84436	1	"With IR (1)"
PT6	HS19	0.84144	1	"With IR (1)"
PT7	HS19	0.84271	1	"With IR (1)"
PT8	HS19	0.83914	1	"With IR (1)"
PT9	HS19	0.84871	1	"With IR (1)"
PT10	HS19	0.8408	1	"With IR (1)"
PT11	HS19	0.84668	1	"With IR (1)"
PT12	HS19	0.83829	1	"With IR (1)"
PT13	HS19	0.86159	1	"With IR (1)"
PT14	HS19	0.85827	1	"With IR (1)"
PT15	HS19	0.85873	1	"With IR (1)"
PT16	HS19	0.8454	1	"With IR (1)"
PT17	HS19	0.85126	1	"With IR (1)"
PT18	HS19	0.86456	1	"With IR (1)"
PT19	HS19	0.32685	1	"With IR (1)"
PT20	HS19	0.84961	1	"With IR (1)"
PT21	HS19	0.87633	1	"With IR (1)"
PT22	HS19	0.86148	1	"With IR (1)"
PTX	HS19	0.84511	1	"With IR (1)"
PTY	HS19	0.89581	1	"With IR (1)"
PTMT	HS19	1	1	"With IR (1)"
PTUL	HS19	0.79767	1	"With IR (1)"
PTUP	HS19	0.85097	1	"With IR (1)"
PT1	HS20	0.8916	1	"With IR (1)"
PT2A	HS20	0.90083	1	"With IR (1)"
PT2B	HS20	0.89625	1	"With IR (1)"
PT3	HS20	0.8938	1	"With IR (1)"
PT4	HS20	0.89672	1	"With IR (1)"
PT5	HS20	0.89631	1	"With IR (1)"
PT6	HS20	0.89738	1	"With IR (1)"
PT7	HS20	0.89054	1	"With IR (1)"
PT8	HS20	0.89585	1	"With IR (1)"
PT9	HS20	0.89188	1	"With IR (1)"
PT10	HS20	0.89841	1	"With IR (1)"
PT11	HS20	0.89779	1	"With IR (1)"
PT12	HS20	0.89411	1	"With IR (1)"
PT13	HS20	0.912	1	"With IR (1)"
PT14	HS20	0.90942	1	"With IR (1)"
PT15	HS20	0.91092	1	"With IR (1)"
PT16	HS20	0.89728	1	"With IR (1)"
PT17	HS20	0.90119	1	"With IR (1)"
PT18	HS20	0.91414	1	"With IR (1)"
PT19	HS20	0.90055	1	"With IR (1)"
PT20	HS20	0.30046	1	"With IR (1)"
PT21	HS20	0.92166	1	"With IR (1)"
PT22	HS20	0.90883	1	"With IR (1)"
PTX	HS20	0.89674	1	"With IR (1)"
PTY	HS20	0.92583	1	"With IR (1)"
PTMT	HS20	1	1	"With IR (1)"
PTUL	HS20	0.86961	1	"With IR (1)"
PTUP	HS20	0.88662	1	"With IR (1)"
PT1	HS21	0.78353	1	"With IR (1)"
PT2A	HS21	0.78899	1	"With IR (1)"
PT2B	HS21	0.78132	1	"With IR (1)"
PT3	HS21	0.78199	1	"With IR (1)"
PT4	HS21	0.78208	1	"With IR (1)"
PT5	HS21	0.78532	1	"With IR (1)"
PT6	HS21	0.78691	1	"With IR (1)"
PT7	HS21	0.76871	1	"With IR (1)"
PT8	HS21	0.78686	1	"With IR (1)"
PT9	HS21	0.77905	1	"With IR (1)"
PT10	HS21	0.78711	1	"With IR (1)"
PT11	HS21	0.78711	1	"With IR (1)"
PT12	HS21	0.78648	1	"With IR (1)"
PT13	HS21	0.79261	1	"With IR (1)"
PT14	HS21	0.79586	1	"With IR (1)"
PT15	HS21	0.79718	1	"With IR (1)"
PT16	HS21	0.78732	1	"With IR (1)"
PT17	HS21	0.79219	1	"With IR (1)"
PT18	HS21	0.79453	1	"With IR (1)"
PT19	HS21	0.79185	1	"With IR (1)"
PT20	HS21	0.78406	1	"With IR (1)"
PT21	HS21	0.35293	1	"With IR (1)"
PT22	HS21	0.79521	1	"With IR (1)"
PTX	HS21	0.78505	1	"With IR (1)"
PTY	HS21	0.80174	1	"With IR (1)"
PTMT	HS21	1	1	"With IR (1)"
PTUL	HS21	0.72654	1	"With IR (1)"
PTUP	HS21	0.7488	1	"With IR (1)"
PT1	HS22	0.67907	1	"With IR (1)"
PT2A	HS22	0.68522	1	"With IR (1)"
PT2B	HS22	0.67855	1	"With IR (1)"
PT3	HS22	0.67931	1	"With IR (1)"
PT4	HS22	0.68441	1	"With IR (1)"
PT5	HS22	0.68319	1	"With IR (1)"
PT6	HS22	0.68491	1	"With IR (1)"
PT7	HS22	0.67768	1	"With IR (1)"
PT8	HS22	0.68476	1	"With IR (1)"
PT9	HS22	0.67603	1	"With IR (1)"
PT10	HS22	0.68199	1	"With IR (1)"
PT11	HS22	0.68496	1	"With IR (1)"
PT12	HS22	0.68369	1	"With IR (1)"
PT13	HS22	0.69535	1	"With IR (1)"
PT14	HS22	0.69032	1	"With IR (1)"
PT15	HS22	0.69344	1	"With IR (1)"
PT16	HS22	0.68136	1	"With IR (1)"
PT17	HS22	0.68778	1	"With IR (1)"
PT18	HS22	0.6972	1	"With IR (1)"
PT19	HS22	0.68561	1	"With IR (1)"
PT20	HS22	0.67757	1	"With IR (1)"
PT21	HS22	0.70416	1	"With IR (1)"
PT22	HS22	0.28395	1	"With IR (1)"
PTX	HS22	0.68461	1	"With IR (1)"
PTY	HS22	0.70741	1	"With IR (1)"
PTMT	HS22	1	1	"With IR (1)"
PTUL	HS22	0.6261	1	"With IR (1)"
PTUP	HS22	0.65434	1	"With IR (1)"
PT1	HSX	0.87125	1	"With IR (1)"
PT2A	HSX	0.88401	1	"With IR (1)"
PT2B	HSX	0.88004	1	"With IR (1)"
PT3	HSX	0.87231	1	"With IR (1)"
PT4	HSX	0.87365	1	"With IR (1)"
PT5	HSX	0.87358	1	"With IR (1)"
PT6	HSX	0.87448	1	"With IR (1)"
PT7	HSX	0.87695	1	"With IR (1)"
PT8	HSX	0.87816	1	"With IR (1)"
PT9	HSX	0.882	1	"With IR (1)"
PT10	HSX	0.88087	1	"With IR (1)"
PT11	HSX	0.8743	1	"With IR (1)"
PT12	HSX	0.87838	1	"With IR (1)"
PT13	HSX	0.88784	1	"With IR (1)"
PT14	HSX	0.88664	1	"With IR (1)"
PT15	HSX	0.89097	1	"With IR (1)"
PT16	HSX	0.89087	1	"With IR (1)"
PT17	HSX	0.89153	1	"With IR (1)"
PT18	HSX	0.89244	1	"With IR (1)"
PT19	HSX	0.89339	1	"With IR (1)"
PT20	HSX	0.89367	1	"With IR (1)"
PT21	HSX	0.90461	1	"With IR (1)"
PT22	HSX	0.90634	1	"With IR (1)"
PTX	HSX	0.24837	1	"With IR (1)"
PTY	HSX	0.91174	1	"With IR (1)"
PTMT	HSX	1	1	"With IR (1)"
PTUL	HSX	0.75511	1	"With IR (1)"
PTUP	HSX	0.89559	1	"With IR (1)"
PT1	HSY	0.40469	1	"With IR (1)"
PT2A	HSY	0.41474	1	"With IR (1)"
PT2B	HSY	0.41362	1	"With IR (1)"
PT3	HSY	0.4087	1	"With IR (1)"
PT4	HSY	0.40953	1	"With IR (1)"
PT5	HSY	0.41073	1	"With IR (1)"
PT6	HSY	0.41113	1	"With IR (1)"
PT7	HSY	0.4098	1	"With IR (1)"
PT8	HSY	0.41183	1	"With IR (1)"
PT9	HSY	0.4134	1	"With IR (1)"
PT10	HSY	0.41107	1	"With IR (1)"
PT11	HSY	0.41214	1	"With IR (1)"
PT12	HSY	0.41158	1	"With IR (1)"
PT13	HSY	0.41679	1	"With IR (1)"
PT14	HSY	0.41717	1	"With IR (1)"
PT15	HSY	0.41681	1	"With IR (1)"
PT16	HSY	0.41782	1	"With IR (1)"
PT17	HSY	0.41784	1	"With IR (1)"
PT18	HSY	0.41956	1	"With IR (1)"
PT19	HSY	0.41858	1	"With IR (1)"
PT20	HSY	0.41713	1	"With IR (1)"
PT21	HSY	0.42597	1	"With IR (1)"
PT22	HSY	0.42372	1	"With IR (1)"
PTX	HSY	0.35186	1	"With IR (1)"
PTY	HSY	0.27394	1	"With IR (1)"
PTMT	HSY	1	1	"With IR (1)"
PTUL	HSY	0.36693	1	"With IR (1)"
PTUP	HSY	0.40724	1	"With IR (1)"
PT1	HSMT	0.79561	1	"With IR (1)"
PT2A	HSMT	0.82406	1	"With IR (1)"
PT2B	HSMT	0.82052	1	"With IR (1)"
PT3	HSMT	0.80602	1	"With IR (1)"
PT4	HSMT	0.80818	1	"With IR (1)"
PT5	HSMT	0.80548	1	"With IR (1)"
PT6	HSMT	0.69089	1	"With IR (1)"
PT7	HSMT	0.81157	1	"With IR (1)"
PT8	HSMT	0.80983	1	"With IR (1)"
PT9	HSMT	0.82176	1	"With IR (1)"
PT10	HSMT	0.81757	1	"With IR (1)"
PT11	HSMT	0.81454	1	"With IR (1)"
PT12	HSMT	0.80952	1	"With IR (1)"
PT13	HSMT	0.82555	1	"With IR (1)"
PT14	HSMT	0.81811	1	"With IR (1)"
PT15	HSMT	0.77408	1	"With IR (1)"
PT16	HSMT	0.81568	1	"With IR (1)"
PT17	HSMT	0.792	1	"With IR (1)"
PT18	HSMT	0.82511	1	"With IR (1)"
PT19	HSMT	0.78493	1	"With IR (1)"
PT20	HSMT	0.83364	1	"With IR (1)"
PT21	HSMT	0.8407	1	"With IR (1)"
PT22	HSMT	0.83116	1	"With IR (1)"
PTX	HSMT	0.82383	1	"With IR (1)"
PTY	HSMT	0.85543	1	"With IR (1)"
PTMT	HSMT	0.83159	1	"With IR (1)"
PTUL	HSMT	0.96987	1	"With IR (1)"
PTUP	HSMT	0.79817	1	"With IR (1)"
PT1	HSAL	0.98182	1	"With IR (1)"
PT2A	HSAL	0.99741	1	"With IR (1)"
PT2B	HSAL	0.98247	1	"With IR (1)"
PT3	HSAL	0.98613	1	"With IR (1)"
PT4	HSAL	0.94979	1	"With IR (1)"
PT5	HSAL	0.89305	1	"With IR (1)"
PT6	HSAL	0.98345	1	"With IR (1)"
PT7	HSAL	0.8929	1	"With IR (1)"
PT8	HSAL	0.92626	1	"With IR (1)"
PT9	HSAL	0.89016	1	"With IR (1)"
PT10	HSAL	0.99238	1	"With IR (1)"
PT11	HSAL	0.94203	1	"With IR (1)"
PT12	HSAL	0.98891	1	"With IR (1)"
PT13	HSAL	0.99457	1	"With IR (1)"
PT14	HSAL	0.9898	1	"With IR (1)"
PT15	HSAL	0.99964	1	"With IR (1)"
PT16	HSAL	0.9984	1	"With IR (1)"
PT17	HSAL	0.96848	1	"With IR (1)"
PT18	HSAL	0.98216	1	"With IR (1)"
PT19	HSAL	0.99889	1	"With IR (1)"
PT20	HSAL	0.99508	1	"With IR (1)"
PT21	HSAL	0.99904	1	"With IR (1)"
PT22	HSAL	0.99907	1	"With IR (1)"
PTX	HSAL	0.9887	1	"With IR (1)"
PTY	HSAL	0.9983	1	"With IR (1)"
PTMT	HSAL	1	1	"With IR (1)"
PTUL	HSAL	0.73885	1	"With IR (1)"
PTUP	HSAL	0.80674	1	"With IR (1)"
PT1	HSUL	0.81169	1	"With IR (1)"
PT2A	HSUL	0.81229	1	"With IR (1)"
PT2B	HSUL	0.84287	1	"With IR (1)"
PT3	HSUL	0.83217	1	"With IR (1)"
PT4	HSUL	0.84878	1	"With IR (1)"
PT5	HSUL	0.86162	1	"With IR (1)"
PT6	HSUL	0.86503	1	"With IR (1)"
PT7	HSUL	0.77942	1	"With IR (1)"
PT8	HSUL	0.86092	1	"With IR (1)"
PT9	HSUL	0.79126	1	"With IR (1)"
PT10	HSUL	0.79933	1	"With IR (1)"
PT11	HSUL	0.85212	1	"With IR (1)"
PT12	HSUL	0.86183	1	"With IR (1)"
PT13	HSUL	0.87577	1	"With IR (1)"
PT14	HSUL	0.87499	1	"With IR (1)"
PT15	HSUL	0.84101	1	"With IR (1)"
PT16	HSUL	0.78231	1	"With IR (1)"
PT17	HSUL	0.83766	1	"With IR (1)"
PT18	HSUL	0.86736	1	"With IR (1)"
PT19	HSUL	0.86572	1	"With IR (1)"
PT20	HSUL	0.82547	1	"With IR (1)"
PT21	HSUL	0.8871	1	"With IR (1)"
PT22	HSUL	0.78565	1	"With IR (1)"
PTX	HSUL	0.85971	1	"With IR (1)"
PTY	HSUL	0.83509	1	"With IR (1)"
PTMT	HSUL	1	1	"With IR (1)"
PTUL	HSUL	0.60491	1	"With IR (1)"
PTUP	HSUL	0.53442	1	"With IR (1)"
PT1	HSUP	0.82016	1	"With IR (1)"
PT2A	HSUP	0.84379	1	"With IR (1)"
PT2B	HSUP	0.82808	1	"With IR (1)"
PT3	HSUP	0.8037	1	"With IR (1)"
PT4	HSUP	0.82734	1	"With IR (1)"
PT5	HSUP	0.84714	1	"With IR (1)"
PT6	HSUP	0.8558	1	"With IR (1)"
PT7	HSUP	0.73114	1	"With IR (1)"
PT8	HSUP	0.85142	1	"With IR (1)"
PT9	HSUP	0.76568	1	"With IR (1)"
PT10	HSUP	0.82175	1	"With IR (1)"
PT11	HSUP	0.842	1	"With IR (1)"
PT12	HSUP	0.84623	1	"With IR (1)"
PT13	HSUP	0.88124	1	"With IR (1)"
PT14	HSUP	0.88736	1	"With IR (1)"
PT15	HSUP	0.88006	1	"With IR (1)"
PT16	HSUP	0.83205	1	"With IR (1)"
PT17	HSUP	0.83193	1	"With IR (1)"
PT18	HSUP	0.88214	1	"With IR (1)"
PT19	HSUP	0.84216	1	"With IR (1)"
PT20	HSUP	0.74742	1	"With IR (1)"
PT21	HSUP	0.89028	1	"With IR (1)"
PT22	HSUP	0.8516	1	"With IR (1)"
PTX	HSUP	0.8509	1	"With IR (1)"
PTY	HSUP	0.82876	1	"With IR (1)"
PTMT	HSUP	1	1	"With IR (1)"
PTUL	HSUP	0.6341	1	"With IR (1)"
PTUP	HSUP	0.54639	1	"With IR (1)"
